"PROCESSING_CODE","POS_DATA","Transaction.Amount","Merchant.Category.Code","Response.Code","POS.Entry.Mode"
0,"10S020100000",850,4814,0,"???"
0,"10S020100000",350,5399,0,"???"
0,"10S020100000",3998,5399,0,"???"
3000,"10S020100000",1198,5399,0,"???"
3000,"10S020100000",2580.25,5399,0,"???"
3000,"10S020100000",3792,5399,191,"???"
0,"10S020100000",200,4814,0,"???"
0,"10S020100000",300,4814,0,"???"
0,"10S020100000",153,4814,0,"???"
0,"10S020100000",137.1,4814,0,"???"
0,"10S020100000",2453,4900,0,"???"
0,"10S020100000",163,4814,0,"???"
0,"10S020100000",320,4814,0,"???"
0,"10S020100000",9,4816,0,"???"
0,"10S020100000",395,4112,0,"???"
0,"10S020100000",2699,4215,0,"???"
0,"10S020100000",200,4814,0,"???"
0,"10S020100000",218,5399,0,"???"
0,"10S020100000",470,5399,0,"???"
0,"10S020100000",32,4814,0,"???"
0,"10S020100000",6,4121,0,"???"
0,"10S020100000",17.86,4121,0,"???"
0,"10S020100000",4999,5712,0,"???"
0,"10S020100000",1,4121,0,"???"
3000,"10S020100000",3432,4722,0,"???"
0,"10S020100000",155,7399,0,"???"
0,"10S020100000",500,4814,0,"???"
0,"10S020100000",346,4900,0,"???"
3000,"10S020100000",51443,4722,0,"???"
3000,"10S020100000",14725,4722,0,"???"
3000,"10S020100000",1570,4112,0,"???"
3000,"10S020100000",1343,5399,0,"???"
0,"10S020100000",82,4814,191,"???"
0,"10S020100000",220,4814,0,"???"
0,"10S020100000",500,4814,0,"???"
0,"10S020100000",1300,5399,0,"???"
0,"10S020100000",100,4900,0,"???"
3000,"10S020100000",7000,4814,0,"???"
0,"10S020100000",1339,5399,0,"???"
0,"10S020100000",1115,5399,0,"???"
0,"10S020100000",500,5399,0,"???"
0,"10S020100000",117,5399,0,"???"
0,"10S020100000",450,4812,0,"???"
0,"10S020100000",5000,9399,0,"???"
0,"10S020100000",1000,4121,0,"???"
0,"10S020100000",1123.36,4112,0,"???"
0,"10S020100000",98,4814,0,"???"
0,"10S020100000",200,4814,0,"???"
0,"10S020100000",3000,4814,0,"???"
0,"10S020100000",4000,4814,0,"???"
0,"10S020100000",4673.23,5651,0,"???"
0,"10S020100000",399,5399,0,"???"
3000,"10S020100000",819.12,7922,0,"???"
0,"10S020100000",125,4814,0,"???"
0,"10S020100000",4946.81,7311,0,"???"
0,"10S020100000",5000,7311,0,"???"
0,"10S020100000",43053.19,7311,116,"???"
3000,"10S020100000",1000,4814,0,"???"
3000,"10S020100000",1003,4812,0,"???"
3000,"10S020100000",330,4814,0,"???"
0,"10S020100000",236,4814,0,"???"
0,"10S020100000",330,4814,191,"???"
0,"10S020100000",501.5,5999,0,"???"
0,"10S020100000",119,4814,0,"???"
0,"10S020100000",341,5814,0,"???"
0,"10S020100000",3000,5999,0,"???"
0,"10S020100000",3031,6300,0,"???"
0,"10S020100000",504,4900,0,"???"
0,"10S020100000",530,4814,116,"???"
3000,"10S020100000",670,4722,0,"???"
0,"10S020100000",1499,4814,116,"???"
0,"10S020100000",1500,4814,116,"???"
0,"10S020100000",32125,4722,0,"???"
3000,"10S020100000",948.08,7922,0,"???"
0,"10S020100000",1000,6540,0,"???"
0,"10S020100000",6025,4814,0,"???"
0,"10S020100000",2000,4814,0,"???"
0,"10S020100000",100,5399,0,"???"
0,"10S020100000",1755.67,4900,0,"???"
0,"10S020100000",590,4900,0,"???"
0,"10S020100000",206.96,4121,0,"???"
0,"10S020100000",4000,5399,0,"???"
0,"10S020100000",3600,9399,0,"???"
0,"10S020100000",4920,9399,0,"???"
0,"10S020100000",6110,4900,0,"???"
0,"10S020100000",2010,4900,0,"???"
0,"10S020100000",2500,5399,0,"???"
0,"10S020100000",10185,5399,0,"???"
0,"10S020100000",5,5399,0,"???"
0,"10S020100000",200,5399,0,"???"
0,"10S020100000",199,4814,0,"???"
0,"10S020100000",390.38,4121,0,"???"
3000,"10S020100000",100,4814,0,"???"
3000,"10S020100000",52.53,9399,0,"???"
0,"10S020100000",4120,6540,0,"???"
3000,"10S020100000",1000,5399,0,"???"
0,"10S020100000",1168.75,5817,0,"???"
0,"10S020100000",600,5399,0,"???"
0,"10S020100000",2398,5732,0,"???"
0,"10S020100000",50,4814,0,"???"
0,"10S020100000",199,4814,0,"???"
0,"10S020100000",444.84,7922,0,"???"
0,"10S020100000",4324,4900,0,"???"
0,"10S020100000",6786.17,9311,0,"???"
0,"10S020100000",947.16,5399,191,"???"
0,"10S020100000",947.16,5399,0,"???"
0,"10S020100000",690,4112,0,"???"
0,"10S020100000",947.16,5399,191,"???"
3000,"10S020100000",400,4814,0,"???"
0,"10S020100000",135.04,4121,0,"???"
0,"10S020100000",107.69,4121,0,"???"
0,"10S020100000",500,5399,0,"???"
0,"10S020100000",173,5812,0,"???"
0,"10S020100000",375,4814,0,"???"
0,"10S020100000",7896.89,5712,0,"???"
3000,"10S020100000",999,5399,0,"???"
0,"10S020100000",2298,5814,0,"???"
0,"10S020100000",27250,8299,0,"???"
3000,"10S020100000",7616.53,4900,0,"???"
0,"10S020100000",2150,5399,0,"???"
0,"10S020100000",1400,5399,0,"???"
0,"10S020100000",3310,4722,0,"???"
0,"10S020100000",4700,4814,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",11104,4722,0,"???"
3000,"10S020100000",668.08,7922,0,"???"
0,"10S020100000",184.96,5399,0,"???"
0,"10S020100000",250,4814,0,"???"
0,"10S020100000",204.75,5812,0,"???"
0,"10S020100000",260,5814,0,"???"
0,"10S020100000",756,4900,0,"???"
0,"10S020100000",893.59,4112,0,"???"
3000,"10S020100000",283,5399,0,"???"
0,"10S020100000",1000,5399,0,"???"
3000,"10S020100000",353,4722,0,"???"
0,"10S020100000",8000,5399,0,"???"
0,"10S020100000",980,5399,0,"???"
0,"10S020100000",9989,5399,0,"???"
0,"10S020100000",5000,4814,0,"???"
3000,"10S020100000",10000,4814,0,"???"
0,"10S020100000",2507,4722,0,"???"
3000,"10S020100000",493.74,4112,0,"???"
0,"10S020100000",1312.5,4131,0,"???"
0,"10S020100000",237.16,5812,191,"???"
0,"10S020100000",13499,7399,0,"???"
3000,"10S020100000",572.8,7922,0,"???"
0,"10S020100000",2137,9399,0,"???"
0,"10S020100000",561,5399,100,"???"
3000,"10S020100000",10000,4814,0,"???"
0,"10S020100000",2840,4900,0,"???"
0,"10S020100000",1260,4900,0,"???"
0,"10S020100000",1330,9399,0,"???"
0,"10S020100000",126,4814,0,"???"
0,"10S020100000",126,4814,0,"???"
0,"10S020100000",87,4814,0,"???"
0,"10S020100000",565,5399,0,"???"
3000,"10S020100000",597,4812,0,"???"
0,"10S020100000",678,7399,0,"???"
0,"10S020100000",678,4814,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",5471.48,7311,0,"???"
0,"10S020100000",4528.52,7311,0,"???"
3000,"10S020100000",550,4814,100,"???"
0,"10S020100000",500,4814,100,"???"
0,"10S020100000",500,4814,191,"???"
0,"10S020100000",599,4121,0,"???"
0,"10S020100000",518.14,4900,0,"???"
0,"10S020100000",500,4814,0,"???"
3000,"10S020100000",749,5399,0,"???"
3000,"10S020100000",349,5399,0,"???"
3000,"10S020100000",1000,4814,0,"???"
0,"10S020100000",6000,4814,0,"???"
0,"10S020100000",37,4121,191,"???"
0,"10S020100000",81,4121,0,"???"
0,"10S020100000",201,4121,0,"???"
0,"10S020100000",20000,4814,0,"???"
0,"10S020100000",37,4121,0,"???"
0,"10S020100000",82,4121,0,"???"
0,"10S020100000",182.3,5399,0,"???"
0,"10S020100000",5839,4722,0,"???"
3000,"10S020100000",399,4812,0,"???"
0,"10S020100000",150,5814,0,"???"
0,"10S020100000",2452.62,6300,0,"???"
3000,"10S020100000",100,4814,0,"???"
0,"10S020100000",298,5399,0,"???"
0,"10S020100000",49,5732,0,"???"
3000,"10S020100000",90,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",199,4812,0,"???"
3000,"10S020100000",343.78,7922,0,"???"
3000,"10S020100000",113.84,5399,0,"???"
0,"10S020100000",1853.55,5399,0,"???"
0,"10S020100000",1685.05,5399,0,"???"
3000,"10S020100000",1000,4814,0,"???"
0,"10S020100000",765.56,5399,0,"???"
0,"10S020100000",765.56,5399,191,"???"
0,"10S020100000",35090,5399,0,"???"
3000,"10S020100000",2047,5399,0,"???"
3000,"10S020100000",6786,4814,0,"???"
0,"10S020100000",13990,4814,0,"???"
0,"10S020100000",80,5399,0,"???"
0,"10S020100000",550,4814,0,"???"
3000,"10S020100000",936.2,5399,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",410,4900,0,"???"
0,"10S020100000",710,5812,0,"???"
0,"10S020100000",2000,4814,0,"???"
0,"10S020100000",9999,4814,0,"???"
0,"10S020100000",7999,4814,116,"???"
0,"10S020100000",7999,4814,116,"???"
0,"10S020100000",2300,5399,0,"???"
3000,"10S020100000",8079.46,5399,0,"???"
0,"10S020100000",299,4814,0,"???"
0,"10S020100000",11476,4722,0,"???"
3000,"10S020100000",208,5812,0,"???"
0,"10S020100000",370,5399,0,"???"
3000,"10S020100000",7224,4511,0,"???"
0,"10S020100000",350,4812,0,"???"
3000,"10S020100000",500,4812,0,"???"
0,"10S020100000",826,4814,101,"???"
3000,"10S020100000",485.72,7922,100,"???"
3000,"10S020100000",485.72,7922,100,"???"
3000,"10S020100000",485.72,7922,100,"???"
0,"10S020100000",505.51,4112,0,"???"
3000,"10S020100000",3687,4722,0,"???"
3000,"10S020100000",585,4812,0,"???"
3000,"10S020100000",8790,4900,0,"???"
3000,"10S020100000",8790,4900,191,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",700,5399,191,"???"
0,"10S020100000",500,5399,191,"???"
0,"10S020100000",815,4112,0,"???"
3000,"10S020100000",249,5399,0,"???"
0,"10S020100000",20,5399,0,"???"
0,"10S020100000",48,4121,0,"???"
0,"10S020100000",2000,4814,0,"???"
0,"10S020100000",536.87,5399,0,"???"
3000,"10S020100000",307,4814,0,"???"
0,"10S020100000",2300,4814,0,"???"
0,"10S020100000",2300,5399,191,"???"
3000,"10S020100000",245,5399,0,"???"
3000,"10S020100000",490,5399,0,"???"
3000,"10S020100000",707,4812,0,"???"
3000,"10S020100000",13147,3056,0,"???"
3000,"10S020100000",76,5812,0,"???"
0,"10S020100000",1500,5399,0,"???"
0,"10S020100000",3017.76,4112,101,"???"
0,"10S020100000",51,5732,0,"???"
0,"10S020100000",150.5,5814,0,"???"
0,"10S020100000",434,4814,0,"???"
0,"10S020100000",920,4814,0,"???"
3000,"10S020100000",160,4900,0,"???"
0,"10S020100000",1500,7993,0,"???"
0,"10S020100000",485,7399,0,"???"
0,"10S020100000",1080,5399,0,"???"
0,"10S020100000",2160,5399,0,"???"
0,"10S020100000",1080,4814,0,"???"
0,"10S020100000",1000,5399,0,"???"
0,"10S020100000",8908,9399,0,"???"
0,"10S020100000",1055,5816,0,"???"
3000,"10S020100000",2520,7922,0,"???"
3000,"10S020100000",930,5399,101,"???"
3000,"10S020100000",930,5399,101,"???"
0,"10S020100000",865,4111,0,"???"
3000,"10S020100000",700,5399,0,"???"
0,"10S020100000",500,4121,0,"???"
0,"10S020100000",179,5814,0,"???"
0,"10S020100000",1545.34,5399,0,"???"
0,"10S020100000",176,5812,0,"???"
0,"10S020100000",200,4121,0,"???"
3000,"10S020100000",593,4812,0,"???"
0,"10S020100000",7288,4722,0,"???"
0,"10S020100000",1461,4900,0,"???"
0,"10S020100000",1194.85,4112,0,"???"
0,"10S020100000",300,4121,0,"???"
0,"10S020100000",3570,6300,0,"???"
0,"10S020100000",166.07,4121,0,"???"
0,"10S020100000",10300,4814,0,"???"
0,"10S020100000",10300,4814,0,"???"
0,"10S020100000",5000,6540,0,"???"
3000,"10S020100000",475,4812,0,"???"
0,"10S020100000",5000,6540,0,"???"
0,"10S020100000",105,4814,0,"???"
0,"10S020100000",590,4814,0,"???"
0,"10S020100000",2060,4814,100,"???"
0,"10S020100000",373,4111,0,"???"
0,"10S020100000",1683,5411,0,"???"
0,"10S020100000",320,5399,0,"???"
0,"10S020100000",754,5814,0,"???"
3000,"10S020100000",391,5399,0,"???"
3000,"10S020100000",733,3056,0,"???"
0,"10S020100000",5000,4814,0,"???"
0,"10S020100000",1000,4121,0,"???"
0,"10S020100000",1310,4112,0,"???"
0,"10S020100000",185,4814,0,"???"
3000,"10S020100000",179,4814,0,"???"
0,"10S020100000",523,7399,0,"???"
3000,"10S020100000",482,4722,0,"???"
0,"10S020100000",10300,7011,0,"???"
0,"10S020100000",5,4814,0,"???"
0,"10S020100000",10,4814,0,"???"
3000,"10S020100000",500,4814,0,"???"
0,"10S020100000",10000,4814,0,"???"
0,"10S020100000",100,4814,0,"???"
0,"10S020100000",2260,4900,0,"???"
0,"10S020100000",154.55,7011,0,"???"
0,"10S020100000",1705,5399,0,"???"
0,"10S020100000",1630,4900,0,"???"
0,"10S020100000",699,5399,0,"???"
0,"10S020100000",1823.39,5699,0,"???"
0,"10S020100000",378,5814,0,"???"
0,"10S020100000",852,5814,0,"???"
3000,"10S020100000",367,5399,0,"???"
0,"10S020100000",120,9399,0,"???"
0,"10S020100000",200,4900,0,"???"
0,"10S020100000",36.06,4121,0,"???"
3000,"10S020100000",818.08,7922,0,"???"
0,"10S020100000",1000,4814,0,"???"
3000,"10S020100000",249,4812,0,"???"
3000,"10S020100000",1098,5399,0,"???"
0,"10S020100000",926.66,4121,0,"???"
0,"10S020100000",31800,4722,0,"???"
3000,"10S020100000",1247,3056,0,"???"
3000,"10S020100000",5000,5399,0,"???"
0,"10S020100000",710,6540,0,"???"
0,"10S020100000",149,4899,0,"???"
3000,"10S020100000",999,5399,0,"???"
0,"10S020100000",304.6,9399,0,"???"
3000,"10S020100000",628.56,7922,0,"???"
0,"10S020100000",11400,9399,0,"???"
0,"10S020100000",295,5399,0,"???"
3000,"10S020100000",4140,3056,0,"???"
0,"10S020100000",1440,4814,0,"???"
0,"10S020100000",199.98,4814,0,"???"
0,"10S020100000",313,5399,0,"???"
3000,"10S020100000",433.92,7922,0,"???"
3000,"10S020100000",170.89,7922,0,"???"
0,"10S020100000",165,4814,0,"???"
3000,"10S020100000",700,5399,0,"???"
0,"10S020100000",200,5399,0,"???"
0,"10S020100000",1074,4814,0,"???"
3000,"10S020100000",4492,5399,0,"???"
3000,"10S020100000",2486,4814,0,"???"
0,"10S020100000",771.42,7832,0,"???"
0,"10S020100000",4462,4900,0,"???"
0,"10S020100000",511,5812,0,"???"
0,"10S020100000",1363.36,4112,0,"???"
3000,"10S020100000",789,5399,0,"???"
0,"10S020100000",1312.29,4112,0,"???"
0,"10S020100000",1312.29,4112,191,"???"
3000,"10S020100000",95,5399,0,"???"
3000,"10S020100000",95,5399,191,"???"
0,"10S020100000",1844.3,7832,0,"???"
0,"10S020100000",1000,5399,0,"???"
0,"10S020100000",786.35,4112,0,"???"
0,"10S020100000",240,4814,0,"???"
0,"10S020100000",600,9399,0,"???"
3000,"10S020100000",600,4812,0,"???"
0,"10S020100000",73.02,4814,0,"???"
0,"10S020100000",1960.78,4112,0,"???"
0,"10S020100000",5351.3,4112,0,"???"
0,"10S020100000",5800.64,4112,0,"???"
0,"10S020100000",5800.64,4112,101,"???"
0,"10S020100000",299,5732,0,"???"
0,"10S020100000",670.88,7372,116,"???"
0,"10S020100000",199,4812,0,"???"
0,"10S020100000",4500,5399,0,"???"
0,"10S020100000",4979,5399,0,"???"
3000,"10S020100000",625,5399,0,"???"
0,"10S020100000",950,9399,0,"???"
0,"10S020100000",10000,4814,0,"???"
3000,"10S020100000",1366,5399,0,"???"
3000,"10S020100000",20000,4814,0,"???"
0,"10S020100000",5,6540,0,"???"
0,"10S020100000",999,4121,0,"???"
0,"10S020100000",500,4814,0,"???"
0,"10S020100000",458,4814,0,"???"
0,"10S020100000",20000,5399,0,"???"
0,"10S020100000",15000,5399,0,"???"
0,"10S020100000",696,7832,191,"???"
3000,"10S020100000",726.5,4722,0,"???"
0,"10S020100000",726.5,4814,0,"???"
0,"10S020100000",2196,5399,0,"???"
0,"10S020100000",1200,4816,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",1860,4900,0,"???"
0,"10S020100000",3185,9311,0,"???"
0,"10S020100000",3000,5399,0,"???"
0,"10S020100000",3000,5399,0,"???"
0,"10S020100000",229,4814,0,"???"
0,"10S020100000",300,4814,0,"???"
0,"10S020100000",4500,5399,0,"???"
3000,"10S020100000",999,5399,0,"???"
0,"10S020100000",1274,5399,0,"???"
0,"10S020100000",1799,7399,0,"???"
0,"10S020100000",53,4814,0,"???"
0,"10S020100000",1888,4814,0,"???"
3000,"10S020100000",31411.48,6300,101,"???"
0,"10S020100000",921,9399,0,"???"
3000,"10S020100000",1818,4900,0,"???"
0,"10S020100000",1000,4814,0,"???"
3000,"10S020100000",380,5399,0,"???"
3000,"10S020100000",11000,7997,191,"???"
3000,"10S020100000",391.92,7922,0,"???"
3000,"10S020100000",966.9,7922,0,"???"
0,"10S020100000",74,6540,0,"???"
0,"10S020100000",1000,5399,101,"???"
3000,"10S020100000",2742,5411,0,"???"
0,"10S020100000",349,5732,0,"???"
3000,"10S020100000",110,4722,0,"???"
0,"10S020100000",708,5734,0,"???"
0,"10S020100000",950,4814,0,"???"
0,"10S020100000",2436,4814,0,"???"
0,"10S020100000",114,5499,0,"???"
0,"10S020100000",551.48,4722,0,"???"
0,"10S020100000",500,5399,0,"???"
0,"10S020100000",20000,5399,0,"???"
3000,"10S020100000",2070,4900,0,"???"
0,"10S020100000",6976,9399,0,"???"
0,"10S020100000",4000,4814,0,"???"
0,"10S020100000",3000,4814,0,"???"
0,"10S020100000",5000,4814,0,"???"
0,"10S020100000",164,4814,0,"???"
3000,"10S020100000",50,4812,0,"???"
0,"10S020100000",2014.95,4722,0,"???"
3000,"10S020100000",338,4812,191,"???"
0,"10S020100000",3525,5399,0,"???"
0,"10S020100000",7000,4814,116,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",7000,4814,116,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",1465,5399,0,"???"
0,"10S020100000",295,5399,0,"???"
0,"10S020100000",362,4814,0,"???"
0,"10S020100000",2000,4814,0,"???"
3000,"10S020100000",1894.35,4131,0,"???"
0,"10S020100000",5000,4814,0,"???"
0,"10S020100000",10000,4814,0,"???"
3000,"10S020100000",189.38,5399,0,"???"
3000,"10S020100000",67.76,7922,0,"???"
3000,"10S020100000",67.76,7922,0,"???"
0,"10S020100000",313.97,5814,0,"???"
0,"10S020100000",436.92,5814,0,"???"
0,"10S020100000",389,5814,0,"???"
3000,"10S020100000",487.32,7922,0,"???"
0,"10S020100000",900,4812,0,"???"
0,"10S020100000",7000,4814,0,"???"
0,"10S020100000",200,4814,0,"???"
3000,"10S020100000",300,4814,0,"???"
0,"10S020100000",600,5399,0,"???"
0,"10S020100000",200,5399,0,"???"
0,"10S020100000",260,4814,0,"???"
0,"10S020100000",3000,5399,0,"???"
0,"10S020100000",721,9399,0,"???"
3000,"10S020100000",975,4900,0,"???"
0,"10S020100000",10000,4814,0,"???"
0,"10S020100000",1446,4814,0,"???"
0,"10S020100000",714,4131,0,"???"
0,"10S020100000",160,4814,0,"???"
0,"10S020100000",703.5,4131,0,"???"
0,"10S020100000",1257,4814,0,"???"
3000,"10S020100000",389,7922,0,"???"
0,"10S020100000",6553,6300,0,"???"
0,"10S020100000",118.72,4900,0,"???"
0,"10S020100000",400,4814,0,"???"
0,"10S020100000",1000,5399,0,"???"
0,"10S020100000",62.33,5399,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",122.5,7011,191,"???"
0,"10S020100000",19.52,4121,0,"???"
0,"10S020100000",4000,4814,0,"???"
0,"10S020100000",3878,4722,0,"???"
0,"10S020100000",14,4814,0,"???"
0,"10S020100000",350,4814,0,"???"
0,"10S020100000",39.5,7011,0,"???"
0,"10S020100000",1044.2,5310,0,"???"
0,"10S020100000",474,7399,0,"???"
0,"10S020100000",1956.08,5699,0,"???"
0,"10S020100000",126,5812,0,"???"
0,"10S020100000",1197.64,5399,0,"???"
0,"10S020100000",5000,4814,0,"???"
0,"10S020100000",7200,9399,0,"???"
0,"10S020100000",2100,4814,0,"???"
0,"10S020100000",4000,5399,0,"???"
0,"10S020100000",740,5814,0,"???"
3000,"10S020100000",707,4722,0,"???"
0,"10S020100000",2820,5399,0,"???"
0,"10S020100000",4844,5399,0,"???"
0,"10S020100000",2498,5399,0,"???"
0,"10S020100000",1000,5399,0,"???"
0,"10S020100000",260,5814,0,"???"
0,"10S020100000",165,5812,0,"???"
0,"10S020100000",230,5814,0,"???"
0,"10S020100000",147.61,4112,0,"???"
0,"10S020100000",808.3,5399,0,"???"
0,"10S020100000",21000,4814,0,"???"
0,"10S020100000",8000,5399,0,"???"
0,"10S020100000",1200,4814,0,"???"
0,"10S020100000",2945,4816,0,"???"
0,"10S020100000",415,5816,0,"???"
3000,"10S020100000",20253,4722,0,"???"
0,"10S020100000",910,4900,0,"???"
0,"10S020100000",131,5399,0,"???"
0,"10S020100000",2684,4814,0,"???"
3000,"10S020100000",220,4131,0,"???"
0,"10S020100000",180,5399,0,"???"
3000,"10S020100000",445.72,7922,0,"???"
0,"10S020100000",264,4814,0,"???"
0,"10S020100000",280,4814,0,"???"
0,"10S020100000",500,4814,0,"???"
0,"10S020100000",157.67,4121,0,"???"
0,"10S020100000",2000,4814,0,"???"
0,"10S020100000",1008.21,4112,0,"???"
0,"10S020100000",2000,5399,0,"???"
0,"10S020100000",2039,5964,0,"???"
0,"10S020100000",5683,5411,0,"???"
0,"10S020100000",80,4814,0,"???"
3000,"10S020100000",733.26,9399,0,"???"
3000,"10S020100000",480.76,9399,0,"???"
3000,"10S020100000",490,4112,0,"???"
0,"10S020100000",2500,5399,0,"???"
3000,"10S020100000",3500,4814,0,"???"
0,"10S020100000",3678,5399,0,"???"
0,"10S020100000",3000,5399,0,"???"
3000,"10S020100000",552.24,7922,0,"???"
0,"10S020100000",25596,4722,0,"???"
3000,"10S020100000",190.38,7922,0,"???"
0,"10S020100000",13600,4900,0,"???"
0,"10S020100000",10000,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",399,5732,0,"???"
3000,"10S020100000",13672,4900,0,"???"
0,"10S020100000",2000,5399,0,"???"
3000,"10S020100000",5000,4814,0,"???"
0,"10S020100000",945,4900,0,"???"
0,"10S020100000",62.99,4816,0,"???"
3000,"10S020100000",685.25,7922,0,"???"
0,"10S020100000",50,4814,0,"???"
0,"10S020100000",1560,4814,0,"???"
0,"10S020100000",2000,5399,116,"???"
3000,"10S020100000",274.37,5969,0,"???"
0,"10S020100000",200,4900,0,"???"
0,"10S020100000",1177.02,4814,0,"???"
3000,"10S020100000",200,4722,0,"???"
0,"10S020100000",47.25,4121,0,"???"
0,"10S020100000",747.7,4121,0,"???"
0,"10S020100000",5000,4814,0,"???"
3000,"10S020100000",4942,4722,0,"???"
0,"10S020100000",10000,4814,0,"???"
3000,"10S020100000",2600,5399,0,"???"
3000,"10S020100000",51.2,5399,0,"???"
0,"10S020100000",49,5732,0,"???"
0,"10S020100000",897,4812,0,"???"
3000,"10S020100000",1309,5399,0,"???"
0,"10S020100000",800,5399,0,"???"
0,"10S020100000",950,9399,0,"???"
0,"10S020100000",10,5399,0,"???"
0,"10S020100000",260,4814,0,"???"
3000,"10S020100000",2843,5411,0,"???"
0,"10S020100000",5000,5965,0,"???"
0,"10S020100000",863,5814,0,"???"
0,"10S020100000",518,4814,0,"???"
0,"10S020100000",1096,6300,0,"???"
0,"10S020100000",5550,4814,191,"???"
0,"10S020100000",5150,4814,0,"???"
0,"10S020100000",4450,5399,191,"???"
0,"10S020100000",1300,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",25000,4814,0,"???"
0,"10S020100000",3000,4814,0,"???"
0,"10S020100000",5,4814,0,"???"
0,"10S020100000",89.66,6540,0,"???"
0,"10S020100000",150,5399,0,"???"
0,"10S020100000",134.1,4814,0,"???"
3000,"10S020100000",499,5399,0,"???"
3000,"10S020100000",3270,4900,0,"???"
3000,"10S020100000",1039.2,7922,0,"???"
0,"10S020100000",1000,5399,0,"???"
0,"10S020100000",204.72,5399,0,"???"
0,"10S020100000",622.96,4112,0,"???"
0,"10S020100000",1000,4814,0,"???"
3000,"10S020100000",174,7922,0,"???"
0,"10S020100000",510,4812,0,"???"
0,"10S020100000",380,4812,0,"???"
0,"10S020100000",560,4812,0,"???"
0,"10S020100000",9000,5399,0,"???"
0,"10S020100000",277.2,5814,0,"???"
0,"10S020100000",219.57,4112,0,"???"
0,"10S020100000",539,7399,0,"???"
0,"10S020100000",5000,5399,0,"???"
0,"10S020100000",10000,5399,0,"???"
0,"10S020100000",5000,5399,0,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",10000,4814,116,"???"
0,"10S020100000",5000,4814,116,"???"
0,"10S020100000",42,4121,0,"???"
0,"10S020100000",160,4121,0,"???"
3000,"10S020100000",623,5411,0,"???"
0,"10S020100000",70.34,4121,0,"???"
0,"10S020100000",65,4121,0,"???"
0,"10S020100000",650,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",307,4814,0,"???"
0,"10S020100000",170,5399,0,"???"
0,"10S020100000",160,5399,0,"???"
0,"10S020100000",87.48,4121,0,"???"
0,"10S020100000",100,4814,0,"???"
0,"10S020100000",8755,9399,0,"???"
0,"10S020100000",20674,9399,0,"???"
0,"10S020100000",12399,9399,0,"???"
0,"10S020100000",2217,4814,0,"???"
3000,"10S020100000",399,4812,0,"???"
0,"10S020100000",6582,4722,0,"???"
0,"10S020100000",5658,4111,0,"???"
0,"10S020100000",4999,5399,0,"???"
0,"10S020100000",4993,4814,0,"???"
0,"10S020100000",574,5812,0,"???"
0,"10S020100000",1500,5399,0,"???"
0,"10S020100000",355,4814,0,"???"
0,"10S020100000",1917.45,5651,0,"???"
0,"10S020100000",349,5732,0,"???"
0,"10S020100000",349,4814,0,"???"
0,"10S020100000",100,5399,0,"???"
0,"10S020100000",350,5399,0,"???"
0,"10S020100000",350,5399,0,"???"
0,"10S020100000",860.5,4814,0,"???"
0,"10S020100000",500,4814,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",7000,4814,0,"???"
0,"10S020100000",265.52,4112,0,"???"
0,"10S020100000",1194.85,4112,0,"???"
0,"10S020100000",25000,5399,0,"???"
0,"10S020100000",855,7832,0,"???"
0,"10S020100000",1000,4814,0,"???"
0,"10S020100000",890,9399,0,"???"
0,"10S020100000",6540,4900,0,"???"
0,"10S020100000",500,5399,0,"???"
0,"10S020100000",791,5399,0,"???"
3000,"10S020100000",50,5399,0,"???"
0,"10S020100000",208,5814,0,"???"
3000,"10S020100000",129,5399,0,"???"
0,"10S020100000",448,5732,0,"???"
0,"10S020100000",2197.65,5699,0,"???"
0,"10S020100000",2427.4,5699,0,"???"
0,"10S020100000",200,4814,0,"???"
0,"10S020100000",1654,4814,0,"???"
0,"10S020100000",658.38,7922,191,"???"
0,"10S020100000",590,4814,0,"???"
0,"10S020100000",2000,4814,0,"???"
3000,"10S020100000",620,4814,0,"???"
0,"10S020100000",630,4131,0,"???"
0,"10S020100000",1145,4112,0,"???"
0,"10S020100000",9280,4900,0,"???"
0,"10S020100000",10000,4814,0,"???"
3000,"10S020100000",10000,4814,0,"???"
0,"10S020100000",299,4814,0,"???"
3000,"10S020100000",2174,4812,0,"???"
0,"10S020100000",4000,5399,0,"???"
